                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.1586,                0.98458,                 1.0329,                0.66461,                 0.5373,                0.80748,                0.57601,                 1.1355,                 2.1976,                 1.0161,              0.0010022,              0.0010022,              0.0010022
                     14,                 1.2437,                0.96862,                  1.041,                0.69619,                0.54086,                 0.8119,                 0.5624,                 1.2516,                 2.2021,                 1.0625,              0.0010626,              0.0010626,              0.0010626
                     15,                 1.1959,                0.97094,                 1.0402,                0.69788,                0.55815,                0.85841,                0.60119,                 1.1828,                 2.1029,                 1.0231,              0.0011214,              0.0011214,              0.0011214
                     16,                 1.1667,                0.94972,                 1.0181,                0.65684,                0.75306,                0.88043,                0.59547,                 1.2403,                  1.805,                 1.0719,              0.0011785,              0.0011785,              0.0011785
                     17,                  1.192,                0.96139,                 1.0247,                0.64433,                0.82406,                0.82762,                0.55397,                 1.2264,                 1.7839,                 1.0569,              0.0012339,              0.0012339,              0.0012339
                     18,                 1.1934,                0.91633,                 1.0024,                0.62541,                   0.75,                0.78029,                0.55312,                 1.2158,                 1.7774,                 1.0427,              0.0012877,              0.0012877,              0.0012877
                     19,                 1.2367,                 0.9937,                 1.0438,                0.64412,                0.76745,                0.78206,                0.55146,                 1.1641,                 1.6573,                 1.0433,              0.0013399,              0.0013399,              0.0013399
                     20,                 1.1828,                0.95428,                 1.0387,                0.61181,                0.76361,                0.84984,                0.59301,                 1.1697,                 1.5469,                 1.1133,              0.0013369,              0.0013369,              0.0013369
                     21,                 1.2084,                0.98252,                 1.0352,                0.68691,                0.77496,                0.84757,                 0.6192,                 1.1249,                 1.5198,                 1.0544,              0.0013369,              0.0013369,              0.0013369
                     22,                 1.1789,                 0.9191,                 1.0232,                0.76553,                    0.8,                0.84552,                0.62828,                 1.1415,                 1.3942,                 1.0308,              0.0013204,              0.0013204,              0.0013204
                     23,                  1.185,                0.95888,                 1.0427,                0.61819,                 0.8233,                0.83266,                0.53411,                 1.2709,                 1.5703,                 1.1444,              0.0013039,              0.0013039,              0.0013039
                     24,                 1.1243,                0.92697,                 1.0256,                0.63107,                0.82415,                0.85292,                0.54979,                 1.2439,                 1.4816,                 1.1139,              0.0012874,              0.0012874,              0.0012874
                     25,                 1.1516,                0.92913,                 1.0366,                0.78029,                 0.8214,                0.88616,                0.57542,                 1.2282,                 1.2405,                 1.0729,              0.0012709,              0.0012709,              0.0012709
                     26,                 1.1181,                0.93084,                 1.0404,                0.80345,                0.75575,                0.85124,                0.60209,                 1.1981,                 1.1542,                 1.0481,              0.0012544,              0.0012544,              0.0012544
                     27,                 1.1894,                0.92629,                 1.0287,                0.64479,                0.75831,                0.80571,                0.52726,                 1.3626,                 1.3391,                 1.1409,              0.0012379,              0.0012379,              0.0012379
                     28,                 1.2118,                0.97396,                 1.0493,                 0.6402,                0.73021,                0.78363,                0.48385,                 1.3763,                 1.5055,                  1.117,              0.0012214,              0.0012214,              0.0012214
                     29,                 1.0931,                0.88762,                0.99278,                0.63165,                0.81402,                0.81492,                0.55026,                 1.2674,                 1.3818,                 1.0499,              0.0012049,              0.0012049,              0.0012049
                     30,                 1.1438,                 0.8883,                 1.0274,                0.67842,                0.79749,                0.84139,                0.61631,                 1.1643,                 1.2068,                0.95632,              0.0011884,              0.0011884,              0.0011884
                     31,                 1.0485,                0.85675,                0.98823,                0.90598,                0.79167,                0.90185,                0.64016,                 1.2226,                 1.0856,                 1.0073,              0.0011719,              0.0011719,              0.0011719
                     32,                 1.1932,                0.90995,                 1.0464,                0.76619,                0.82041,                0.88185,                0.57687,                 1.3018,                 1.1961,                 1.0674,              0.0011554,              0.0011554,              0.0011554
                     33,                 1.1205,                0.87602,                 1.0162,                0.63785,                0.78333,                 0.8084,                0.52389,                 1.2949,                 1.3349,                 1.0738,              0.0011389,              0.0011389,              0.0011389
                     34,                 1.1832,                0.88161,                 1.0059,                0.76998,                0.75833,                0.83718,                0.57356,                 1.2192,                  1.195,                 1.0496,              0.0011224,              0.0011224,              0.0011224
                     35,                 1.1852,                0.86809,                 1.0177,                 0.9485,                0.81885,                0.90294,                0.63221,                  1.256,                 1.0518,                 1.0514,              0.0011059,              0.0011059,              0.0011059
                     36,                 1.1253,                0.85434,                0.99825,                0.82584,                    0.8,                0.87449,                0.54666,                 1.3386,                 1.0744,                 1.0475,              0.0010894,              0.0010894,              0.0010894
                     37,                 1.1086,                0.86688,                 1.0081,                0.73352,                0.78333,                0.81454,                0.55398,                 1.2993,                 1.0261,                 1.0497,              0.0010729,              0.0010729,              0.0010729
                     38,                 1.1295,                0.80462,                0.99059,                0.78272,                   0.85,                0.89984,                0.59091,                 1.2452,                0.97825,                 1.0464,              0.0010564,              0.0010564,              0.0010564
                     39,                 1.1377,                0.82465,                0.99969,                0.83078,                 0.9058,                0.91905,                0.63652,                 1.2321,                0.92663,                 1.0543,              0.0010399,              0.0010399,              0.0010399
                     40,                 1.1275,                0.79881,                 1.0061,                0.85563,                0.89031,                0.92043,                0.64809,                 1.2051,                0.90826,                 1.0468,              0.0010234,              0.0010234,              0.0010234
                     41,                 1.1118,                0.80993,                 1.0012,                0.84804,                0.86695,                 0.9226,                0.65982,                 1.1902,                  0.871,                  1.058,              0.0010069,              0.0010069,              0.0010069
                     42,                 1.0747,                0.83318,                  1.007,                0.82834,                0.85975,                0.92956,                0.65924,                 1.2018,                0.91355,                 1.0513,             0.00099036,             0.00099036,             0.00099036
                     43,                 1.1091,                0.75941,                0.97634,                0.88092,                0.83528,                0.90723,                0.61795,                 1.2342,                0.90444,                  1.052,             0.00097386,             0.00097386,             0.00097386
                     44,                 1.0567,                0.78936,                0.99119,                 0.8454,                0.82672,                0.90604,                0.61785,                 1.2135,                0.90052,                 1.0285,             0.00095736,             0.00095736,             0.00095736
                     45,                 1.1109,                 0.7899,                 1.0012,                0.83831,                   0.85,                0.90948,                0.59944,                 1.1884,                0.90394,                 1.0196,             0.00094085,             0.00094085,             0.00094085
                     46,                 1.0388,                0.78207,                0.98768,                0.84662,                0.83411,                0.89971,                  0.615,                 1.1664,                0.91483,                  1.004,             0.00092435,             0.00092435,             0.00092435
                     47,                 1.0693,                0.73257,                0.96545,                0.84034,                  0.875,                0.91887,                0.67814,                 1.1212,                0.88589,                0.96751,             0.00090785,             0.00090785,             0.00090785
                     48,                 1.0678,                0.76979,                0.96411,                0.85494,                0.79554,                0.90267,                0.68293,                 1.1423,                0.90671,                0.97545,             0.00089134,             0.00089134,             0.00089134
                     49,                 1.0349,                0.75184,                0.97216,                0.83078,                0.84167,                0.90716,                0.69693,                 1.1268,                0.90521,                0.97488,             0.00087484,             0.00087484,             0.00087484
                     50,                 1.0695,                0.75287,                0.98152,                0.81499,                0.87434,                0.90505,                0.70492,                 1.0979,                 0.8848,                0.96593,             0.00085834,             0.00085834,             0.00085834
                     51,                 1.0436,                0.73699,                0.98048,                0.85745,                0.86182,                0.89846,                0.67405,                 1.1132,                0.87742,                0.97737,             0.00084184,             0.00084184,             0.00084184
                     52,                0.99834,                0.74942,                0.97881,                0.86084,                 0.8673,                0.90099,                0.69309,                  1.101,                0.87792,                 0.9582,             0.00082533,             0.00082533,             0.00082533
                     53,                 1.0085,                0.75174,                 0.9709,                0.92467,                0.72658,                0.85921,                0.68879,                  1.107,                0.88299,                0.95897,             0.00080883,             0.00080883,             0.00080883
                     54,                  1.032,                0.72175,                0.96998,                0.86844,                0.74719,                0.86574,                0.67004,                 1.1065,                 0.9052,                0.97932,             0.00079233,             0.00079233,             0.00079233
                     55,                 1.0634,                 0.7407,                0.98571,                0.88511,                 0.7701,                0.84914,                0.64711,                 1.0997,                0.89421,                0.96315,             0.00077582,             0.00077582,             0.00077582
                     56,                0.96191,                0.71749,                0.97365,                0.81115,                  0.775,                0.86301,                0.63119,                 1.1061,                0.89419,                 0.9672,             0.00075932,             0.00075932,             0.00075932
                     57,                 1.0208,                0.71383,                 0.9597,                0.80548,                0.79167,                0.85382,                 0.6372,                 1.0916,                0.90165,                0.97167,             0.00074282,             0.00074282,             0.00074282
                     58,                 1.0509,                0.70875,                 0.9651,                 0.7466,                0.81697,                0.83078,                0.61983,                 1.1116,                0.92779,                0.98814,             0.00072631,             0.00072631,             0.00072631
                     59,                  1.004,                0.71857,                0.96544,                0.78774,                  0.825,                0.85229,                0.63071,                 1.1345,                0.93389,                0.98664,             0.00070981,             0.00070981,             0.00070981
                     60,                0.99847,                 0.7117,                0.96724,                0.85749,                0.82465,                0.88052,                0.62458,                  1.116,                0.89365,                0.98351,             0.00069331,             0.00069331,             0.00069331
                     61,                0.99292,                0.69159,                0.96037,                0.92837,                0.79022,                 0.9025,                0.66139,                 1.1018,                0.86037,                 0.9832,              0.0006768,              0.0006768,              0.0006768
                     62,                 1.0027,                0.70258,                0.95311,                0.88775,                 0.8179,                 0.9099,                0.67207,                 1.1074,                 0.8399,                0.97897,              0.0006603,              0.0006603,              0.0006603
                     63,                 1.0169,                0.69254,                0.96427,                0.86643,                0.80554,                0.90929,                0.66289,                 1.1355,                0.86038,                0.96974,              0.0006438,              0.0006438,              0.0006438
                     64,                 1.0259,                0.67705,                0.94493,                0.86894,                0.83906,                0.90193,                 0.6912,                  1.086,                0.83565,                0.95452,             0.00062729,             0.00062729,             0.00062729
                     65,                 0.9866,                 0.6781,                0.95455,                0.86768,                0.87784,                0.90767,                0.69989,                 1.0403,                0.81186,                0.94298,             0.00061079,             0.00061079,             0.00061079
                     66,                  0.989,                0.66146,                 0.9669,                0.90105,                0.86117,                0.91616,                0.70222,                 1.0327,                0.81041,                0.94026,             0.00059429,             0.00059429,             0.00059429
                     67,                0.99062,                0.66592,                0.94203,                0.90692,                0.84167,                0.90945,                0.69326,                 1.0805,                0.82147,                0.94873,             0.00057778,             0.00057778,             0.00057778
                     68,                 1.0629,                0.71026,                0.97944,                0.87022,                0.87045,                0.89656,                 0.6814,                 1.0958,                0.83349,                0.95278,             0.00056128,             0.00056128,             0.00056128
                     69,                0.95944,                0.66098,                0.95312,                0.88168,                0.88333,                0.91017,                0.70198,                  1.079,                0.81888,                0.94774,             0.00054478,             0.00054478,             0.00054478
                     70,                0.95506,                 0.6865,                0.96723,                0.86885,                0.88141,                 0.9271,                0.70351,                   1.07,                0.80805,                0.94415,             0.00052827,             0.00052827,             0.00052827
                     71,                0.98541,                   0.65,                0.95992,                0.88456,                0.86667,                0.92475,                 0.7172,                 1.0646,                0.82822,                  0.937,             0.00051177,             0.00051177,             0.00051177
                     72,                0.96603,                0.67667,                0.95553,                0.86334,                   0.85,                0.91481,                0.70478,                 1.0599,                0.82447,                0.93413,             0.00049527,             0.00049527,             0.00049527
                     73,                0.97642,                0.67836,                0.97422,                0.86683,                0.83707,                0.91631,                0.70844,                 1.0686,                0.82018,                0.93556,             0.00047876,             0.00047876,             0.00047876
                     74,                  1.019,                0.65755,                0.96172,                0.88314,                0.83839,                0.93097,                0.71434,                 1.0658,                 0.7983,                0.94053,             0.00046226,             0.00046226,             0.00046226
                     75,                0.91668,                0.64194,                0.92969,                0.85516,                0.88935,                0.94371,                0.73449,                 1.0278,                0.76244,                 0.9451,             0.00044576,             0.00044576,             0.00044576
                     76,                0.91792,                 0.6545,                0.95311,                0.87813,                0.87975,                0.94189,                0.74193,                 1.0186,                0.74139,                0.94675,             0.00042925,             0.00042925,             0.00042925
                     77,                0.92892,                0.64302,                0.92672,                 0.8903,                0.89167,                0.95109,                0.74152,                 1.0207,                0.73422,                0.94757,             0.00041275,             0.00041275,             0.00041275
                     78,                0.90607,                0.62444,                0.94003,                0.90823,                    0.9,                0.95097,                0.74946,                 1.0197,                0.72195,                0.94625,             0.00039625,             0.00039625,             0.00039625
                     79,                0.91541,                0.61881,                0.93939,                0.90305,                    0.9,                0.95061,                0.74872,                 1.0163,                0.71319,                 0.9401,             0.00037974,             0.00037974,             0.00037974
                     80,                0.93603,                0.60518,                0.93288,                0.91568,                0.88333,                0.94531,                0.74534,                 1.0116,                0.71108,                 0.9346,             0.00036324,             0.00036324,             0.00036324
                     81,                0.95653,                0.61883,                  0.934,                0.87446,                    0.9,                0.94438,                0.73784,                 1.0168,                0.72592,                0.92962,             0.00034674,             0.00034674,             0.00034674
                     82,                0.90586,                0.60476,                0.92105,                0.87139,                    0.9,                0.94885,                0.72838,                 1.0173,                0.73023,                0.92676,             0.00033023,             0.00033023,             0.00033023
                     83,                0.91922,                0.61607,                0.93296,                0.85752,                    0.9,                0.95219,                0.73327,                  1.009,                0.73755,                0.92169,             0.00031373,             0.00031373,             0.00031373
                     84,                0.92375,                0.61806,                0.91889,                0.85898,                    0.9,                0.94584,                0.73346,                   1.01,                0.73486,                0.91865,             0.00029723,             0.00029723,             0.00029723
                     85,                0.92947,                 0.6111,                0.93437,                0.88669,                0.89167,                0.95477,                 0.7407,                 1.0141,                0.72955,                 0.9173,             0.00028072,             0.00028072,             0.00028072
                     86,                0.93991,                0.61466,                0.93601,                0.84196,                0.90833,                0.94418,                0.73525,                  1.014,                0.73087,                0.91534,             0.00026422,             0.00026422,             0.00026422
                     87,                0.85886,                0.60625,                0.94047,                 0.8564,                    0.9,                0.94912,                0.73716,                 1.0107,                0.72565,                0.91519,             0.00024772,             0.00024772,             0.00024772
                     88,                0.87045,                0.59096,                0.91012,                 0.8535,                    0.9,                0.95298,                0.73665,                 1.0104,                0.72038,                0.91539,             0.00023121,             0.00023121,             0.00023121
                     89,                0.88849,                0.59701,                0.92678,                0.85905,                 0.8934,                0.95205,                0.73214,                 1.0082,                0.71516,                0.91556,             0.00021471,             0.00021471,             0.00021471
                     90,                0.98528,                0.65225,                0.91374,                0.85922,                0.89307,                0.95095,                0.73015,                 1.0104,                0.71279,                0.91697,             0.00019821,             0.00019821,             0.00019821
                     91,                0.99116,                 0.6886,                0.92032,                0.88627,                0.88765,                 0.9557,                0.73171,                 1.0139,                0.70859,                 0.9204,              0.0001817,              0.0001817,              0.0001817
                     92,                0.93357,                0.63552,                0.90159,                0.88582,                0.88706,                0.95541,                0.74709,                  1.016,                0.70808,                0.92197,              0.0001652,              0.0001652,              0.0001652
                     93,                0.93976,                0.62062,                0.91696,                0.87751,                0.89482,                0.95651,                0.74923,                 1.0165,                0.70683,                0.92151,              0.0001487,              0.0001487,              0.0001487
                     94,                0.90024,                0.59298,                 0.9016,                0.88571,                0.89793,                0.95532,                0.74793,                 1.0115,                 0.7059,                0.91793,             0.00013219,             0.00013219,             0.00013219
                     95,                0.95976,                0.59784,                0.90686,                0.85905,                0.90833,                 0.9528,                0.75259,                 1.0077,                0.70816,                0.91139,             0.00011569,             0.00011569,             0.00011569
                     96,                0.96126,                0.60863,                0.91253,                0.85944,                0.90833,                0.95328,                0.74472,                 1.0078,                0.70154,                0.90964,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                0.91226,                 0.5897,                0.89729,                0.86919,                0.91667,                0.96096,                0.74543,                 1.0069,                0.69322,                0.90761,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                0.94408,                0.59275,                0.89331,                0.85259,                0.90833,                0.95153,                0.74252,                 1.0061,                0.68901,                0.90615,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                0.93442,                0.58603,                 0.9051,                0.86065,                0.90833,                0.95186,                0.75023,                 1.0015,                0.68284,                0.90212,             4.9677e-05,             4.9677e-05,             4.9677e-05
