                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                 0.8111,                0.39541,                 0.8271,                0.96309,                0.97237,                0.98467,                0.87054,                0.81698,                0.39202,                0.79545,              0.0011649,              0.0011649,              0.0011649
                     58,                0.81092,                0.38716,                0.82631,                0.96058,                0.98366,                0.98346,                0.84863,                0.81114,                0.39786,                0.79593,              0.0011602,              0.0011602,              0.0011602
                     59,                0.78222,                  0.381,                0.82845,                0.97176,                0.98094,                0.98296,                0.86387,                0.76761,                0.37794,                0.79076,              0.0011555,              0.0011555,              0.0011555
                     60,                0.80578,                0.38718,                0.82556,                0.96012,                0.97454,                0.97932,                0.86257,                0.77139,                0.39223,                 0.7931,              0.0011508,              0.0011508,              0.0011508
                     61,                0.79736,                0.38782,                0.82354,                0.96626,                0.97764,                0.98071,                0.85475,                0.81144,                0.38978,                0.79229,              0.0011461,              0.0011461,              0.0011461
                     62,                0.78569,                0.38225,                0.82573,                0.96905,                0.97963,                0.98235,                0.86323,                0.75564,                0.37516,                0.79178,              0.0011413,              0.0011413,              0.0011413
                     63,                0.76875,                0.37721,                0.82379,                0.97035,                0.97771,                0.98139,                0.84718,                  0.833,                0.38226,                0.79215,              0.0011366,              0.0011366,              0.0011366
                     64,                0.78061,                0.38807,                0.82552,                0.96682,                  0.979,                0.98389,                0.86758,                0.76065,                 0.3818,                  0.792,              0.0011319,              0.0011319,              0.0011319
                     65,                0.78045,                0.38681,                0.82482,                0.97359,                0.97845,                0.98152,                0.86727,                0.75184,                0.37785,                0.79216,              0.0011272,              0.0011272,              0.0011272
                     66,                 0.7822,                0.38522,                0.82526,                0.94698,                0.97393,                0.98155,                0.85811,                0.76702,                0.38997,                0.79199,              0.0011225,              0.0011225,              0.0011225
                     67,                0.77737,                0.38095,                0.82438,                  0.972,                0.97536,                 0.9811,                 0.8632,                0.76266,                0.38309,                0.79302,              0.0011178,              0.0011178,              0.0011178
                     68,                0.77704,                0.37981,                0.82611,                0.97046,                0.97835,                0.98288,                0.86861,                0.72795,                0.37164,                0.79136,               0.001113,               0.001113,               0.001113
                     69,                0.76662,                0.37449,                0.82157,                0.97237,                0.97993,                0.98435,                0.86909,                0.73592,                0.37404,                0.78906,              0.0011083,              0.0011083,              0.0011083
                     70,                0.77001,                 0.3753,                0.82489,                0.96914,                0.98135,                0.98358,                0.86857,                0.73671,                0.36954,                0.79053,              0.0011036,              0.0011036,              0.0011036
                     71,                  0.759,                0.37329,                0.82044,                0.94369,                0.97717,                0.98212,                0.86829,                0.74615,                0.37681,                0.79175,              0.0010989,              0.0010989,              0.0010989
                     72,                0.76568,                0.37363,                0.82407,                0.97221,                0.97981,                0.98401,                0.86065,                0.73971,                0.36763,                0.79223,              0.0010942,              0.0010942,              0.0010942
                     73,                0.77114,                0.37814,                0.82551,                0.98682,                0.97338,                0.98315,                0.85027,                0.79163,                0.38207,                0.79196,              0.0010895,              0.0010895,              0.0010895
                     74,                0.76386,                0.37968,                 0.8249,                0.96131,                0.97056,                0.97972,                0.86135,                0.75926,                0.38622,                0.79083,              0.0010848,              0.0010848,              0.0010848
                     75,                0.74377,                0.36945,                0.82167,                0.83143,                0.97642,                0.96783,                0.84887,                0.74846,                0.37967,                0.79175,                0.00108,                0.00108,                0.00108
                     76,                0.80395,                0.38983,                0.82474,                0.94114,                0.97823,                0.98118,                  0.863,                0.75141,                0.36789,                 0.7908,              0.0010753,              0.0010753,              0.0010753
                     77,                0.74302,                0.36914,                0.82043,                0.95985,                0.96911,                0.98091,                0.86661,                0.75025,                0.36995,                0.79022,              0.0010706,              0.0010706,              0.0010706
                     78,                 0.7426,                0.36805,                0.81935,                0.97162,                 0.9826,                0.98259,                0.87321,                0.72343,                0.36064,                0.78908,              0.0010659,              0.0010659,              0.0010659
                     79,                0.76486,                0.37379,                0.82131,                0.97058,                0.98101,                0.98274,                0.87679,                0.73041,                0.35685,                0.78895,              0.0010612,              0.0010612,              0.0010612
                     80,                0.73583,                0.36459,                0.81919,                0.97116,                0.98104,                0.98401,                0.87649,                   0.71,                0.35714,                0.78816,              0.0010565,              0.0010565,              0.0010565
                     81,                 0.7419,                0.36506,                0.82093,                0.96564,                0.98234,                0.98413,                0.88119,                0.71272,                 0.3582,                0.78845,              0.0010517,              0.0010517,              0.0010517
                     82,                0.74884,                0.36766,                0.82016,                0.96838,                 0.9781,                0.98128,                0.86779,                0.75976,                0.36506,                0.79112,               0.001047,               0.001047,               0.001047
                     83,                0.74298,                0.36783,                 0.8233,                0.96689,                 0.9785,                0.98365,                0.85839,                 0.7748,                0.37695,                0.78925,              0.0010423,              0.0010423,              0.0010423
                     84,                0.74348,                0.36751,                0.82142,                  0.968,                0.98012,                0.98308,                0.88232,                0.73002,                 0.3766,                0.78871,              0.0010376,              0.0010376,              0.0010376
                     85,                0.72456,                0.35771,                 0.8202,                0.95926,                0.97907,                0.98259,                0.87923,                0.71727,                0.36447,                0.78714,              0.0010329,              0.0010329,              0.0010329
                     86,                0.72686,                0.35674,                0.82057,                0.96993,                0.97784,                0.98415,                0.87514,                0.72336,                0.35362,                  0.788,              0.0010282,              0.0010282,              0.0010282
                     87,                 0.7364,                0.35712,                0.81656,                0.97152,                0.97964,                0.98466,                 0.8732,                0.76077,                0.36077,                0.78878,              0.0010234,              0.0010234,              0.0010234
                     88,                0.72519,                 0.3545,                0.81692,                0.97222,                0.97968,                0.98318,                0.87802,                0.69804,                 0.3704,                0.78794,              0.0010187,              0.0010187,              0.0010187
                     89,                0.72125,                0.35391,                0.81705,                0.97298,                0.97844,                0.98291,                0.86859,                0.72451,                0.35699,                0.78793,               0.001014,               0.001014,               0.001014
                     90,                0.71773,                0.35056,                0.81699,                0.97011,                0.97729,                0.98332,                 0.8835,                0.70334,                0.35467,                0.78687,              0.0010093,              0.0010093,              0.0010093
                     91,                0.74468,                0.36125,                0.81861,                0.92417,                 0.9793,                0.98207,                0.87136,                0.77553,                 0.3903,                 0.7884,              0.0010046,              0.0010046,              0.0010046
                     92,                0.72334,                0.35458,                 0.8191,                0.97375,                0.98037,                0.98275,                 0.8853,                0.69665,                0.35237,                0.78836,             0.00099987,             0.00099987,             0.00099987
                     93,                0.71182,                0.35104,                0.81765,                0.96378,                0.97932,                0.98376,                0.86657,                0.72643,                0.35868,                0.79198,             0.00099516,             0.00099516,             0.00099516
                     94,                0.74152,                0.35688,                0.81886,                0.97224,                 0.9799,                0.98333,                0.87422,                0.71221,                0.35142,                0.78628,             0.00099044,             0.00099044,             0.00099044
                     95,                0.69579,                0.34149,                0.81492,                0.98472,                0.98173,                0.98479,                0.88602,                0.66843,                0.34701,                0.78554,             0.00098572,             0.00098572,             0.00098572
                     96,                0.70357,                0.34899,                0.81652,                0.94605,                0.98051,                 0.9845,                0.86504,                0.72603,                0.35367,                0.78802,             0.00098101,             0.00098101,             0.00098101
                     97,                0.72123,                 0.3524,                 0.8177,                 0.9757,                0.97947,                0.98239,                0.88994,                0.68953,                0.35371,                0.78697,             0.00097629,             0.00097629,             0.00097629
                     98,                0.69776,                0.34628,                0.81706,                0.97586,                0.98143,                 0.9845,                0.88301,                0.69742,                0.35582,                0.78647,             0.00097158,             0.00097158,             0.00097158
                     99,                0.69529,                0.34638,                0.81633,                0.97498,                0.98084,                0.98507,                0.87816,                0.71983,                0.35771,                0.78902,             0.00096686,             0.00096686,             0.00096686
                    100,                0.71608,                0.35028,                0.81748,                 0.9748,                0.98076,                0.98355,                 0.8972,                0.67366,                0.34281,                0.78706,             0.00096215,             0.00096215,             0.00096215
                    101,                 0.6867,                0.34012,                0.81399,                0.97411,                0.98015,                0.98421,                0.87342,                0.72765,                0.36187,                0.79033,             0.00095743,             0.00095743,             0.00095743
                    102,                0.69621,                0.34618,                0.81824,                0.97266,                0.97971,                0.98293,                0.88129,                0.70617,                0.36152,                0.78748,             0.00095271,             0.00095271,             0.00095271
                    103,                0.70921,                0.34778,                 0.8172,                0.97524,                0.98054,                 0.9822,                0.89354,                0.68229,                0.35005,                0.78595,               0.000948,               0.000948,               0.000948
                    104,                0.68964,                0.34169,                0.81534,                0.97317,                0.98221,                0.98425,                0.88869,                0.70811,                0.33824,                0.78679,             0.00094328,             0.00094328,             0.00094328
                    105,                0.69167,                 0.3406,                0.81409,                0.97305,                 0.9758,                0.98316,                0.88683,                0.67796,                0.33677,                 0.7862,             0.00093857,             0.00093857,             0.00093857
                    106,                0.68749,                0.33918,                0.81428,                0.97349,                0.98152,                0.98457,                0.88973,                0.67539,                0.34854,                0.78617,             0.00093385,             0.00093385,             0.00093385
                    107,                0.69196,                0.34299,                0.81498,                0.97179,                0.97639,                0.98412,                0.89047,                0.70068,                0.35965,                0.78712,             0.00092914,             0.00092914,             0.00092914
                    108,                 0.6878,                0.34205,                 0.8171,                0.97439,                0.97814,                 0.9814,                0.88879,                0.68456,                0.34678,                0.78599,             0.00092442,             0.00092442,             0.00092442
                    109,                0.67739,                0.33641,                 0.8157,                0.97286,                0.97765,                0.98362,                0.88383,                0.70848,                0.36241,                0.78754,              0.0009197,              0.0009197,              0.0009197
                    110,                0.67817,                 0.3345,                0.81378,                0.98704,                0.98014,                0.98106,                 0.8801,                0.69987,                0.34172,                0.78635,             0.00091499,             0.00091499,             0.00091499
                    111,                0.69905,                 0.3448,                0.81476,                0.97275,                0.98192,                0.98304,                 0.8736,                  0.706,                0.34824,                0.78743,             0.00091027,             0.00091027,             0.00091027
                    112,                0.66438,                0.33354,                0.81332,                0.94528,                0.97819,                0.98172,                0.86995,                0.68376,                 0.3387,                0.78626,             0.00090556,             0.00090556,             0.00090556
                    113,                0.69126,                0.33854,                0.81444,                0.97149,                0.98244,                0.98275,                0.89199,                0.68399,                0.34196,                0.78563,             0.00090084,             0.00090084,             0.00090084
                    114,                0.69672,                0.33737,                0.81677,                0.98792,                0.98059,                 0.9844,                0.88881,                0.68101,                0.33897,                0.78572,             0.00089613,             0.00089613,             0.00089613
                    115,                0.67198,                0.32982,                 0.8137,                0.97085,                0.98136,                0.98485,                0.90149,                0.64165,                0.32998,                0.78339,             0.00089141,             0.00089141,             0.00089141
                    116,                0.67554,                0.33161,                 0.8154,                0.97247,                0.98288,                0.98591,                0.89655,                0.64984,                 0.3375,                0.78574,             0.00088669,             0.00088669,             0.00088669
                    117,                0.67436,                0.33318,                 0.8119,                0.97401,                0.98003,                 0.9857,                 0.8999,                0.67136,                0.34617,                0.78687,             0.00088198,             0.00088198,             0.00088198
                    118,                0.69218,                0.34003,                 0.8142,                0.97535,                0.97862,                 0.9844,                0.90001,                0.65283,                0.32854,                0.78698,             0.00087726,             0.00087726,             0.00087726
                    119,                0.67167,                0.33025,                0.81358,                0.97264,                0.98282,                0.98424,                0.88825,                0.67643,                0.33271,                0.78553,             0.00087255,             0.00087255,             0.00087255
                    120,                0.65891,                 0.3276,                0.81219,                0.97623,                0.97968,                 0.9825,                0.89885,                0.63325,                0.33414,                0.78469,             0.00086783,             0.00086783,             0.00086783
                    121,                0.66872,                0.33037,                0.81337,                0.96298,                0.97969,                0.98344,                0.89544,                0.67626,                0.32892,                0.78444,             0.00086312,             0.00086312,             0.00086312
                    122,                0.67134,                0.32971,                 0.8116,                0.97677,                0.98161,                0.98459,                0.89864,                0.66308,                0.33499,                0.78596,              0.0008584,              0.0008584,              0.0008584
                    123,                0.68416,                0.33421,                0.81236,                0.98584,                0.98574,                0.98351,                0.90243,                0.63458,                0.33311,                0.78319,             0.00085368,             0.00085368,             0.00085368
                    124,                0.66493,                0.32763,                  0.811,                0.98511,                0.98327,                0.98403,                0.89698,                0.65584,                0.34312,                0.78401,             0.00084897,             0.00084897,             0.00084897
                    125,                0.64329,                0.32299,                0.81011,                0.87911,                0.95398,                0.93122,                 0.8418,                0.68288,                 0.4665,                0.78803,             0.00084425,             0.00084425,             0.00084425
                    126,                0.65035,                0.32419,                 0.8118,                0.97544,                0.98045,                0.98164,                0.88246,                0.68314,                0.33941,                0.78694,             0.00083954,             0.00083954,             0.00083954
                    127,                0.65314,                0.32517,                0.81133,                0.97507,                0.98267,                0.98293,                0.89024,                 0.6739,                0.35493,                0.78647,             0.00083482,             0.00083482,             0.00083482
                    128,                0.66021,                0.32931,                0.81017,                0.97368,                0.98166,                0.98412,                0.90443,                0.63968,                 0.3327,                0.78402,             0.00083011,             0.00083011,             0.00083011
                    129,                0.67175,                0.33225,                0.81159,                0.97351,                0.98357,                0.98356,                0.89012,                0.65298,                0.33917,                0.78405,             0.00082539,             0.00082539,             0.00082539
                    130,                0.65326,                 0.3241,                0.80963,                0.98736,                0.98511,                0.98472,                0.89794,                0.63986,                0.33438,                0.78425,             0.00082067,             0.00082067,             0.00082067
                    131,                0.63848,                0.32027,                0.81046,                0.96417,                0.97524,                0.98448,                  0.888,                0.67064,                0.33142,                0.78534,             0.00081596,             0.00081596,             0.00081596
                    132,                0.65934,                0.32953,                0.81114,                0.97603,                0.98102,                0.98399,                0.89339,                0.65652,                  0.324,                0.78467,             0.00081124,             0.00081124,             0.00081124
                    133,                0.63861,                0.31991,                0.81031,                0.97367,                0.97826,                0.98463,                0.90028,                0.63446,                0.32769,                0.78478,             0.00080653,             0.00080653,             0.00080653
                    134,                0.63967,                 0.3217,                0.81087,                0.97475,                 0.9794,                0.98436,                0.89968,                0.65127,                0.33648,                0.78481,             0.00080181,             0.00080181,             0.00080181
                    135,                0.64875,                0.32398,                0.81134,                0.97669,                0.98007,                 0.9853,                0.90309,                0.63241,                0.33312,                0.78445,              0.0007971,              0.0007971,              0.0007971
                    136,                0.65595,                0.32398,                0.81119,                0.97351,                0.97958,                0.98437,                0.90206,                0.63009,                0.32973,                0.78535,             0.00079238,             0.00079238,             0.00079238
                    137,                 0.6435,                0.32128,                0.81113,                0.97387,                0.97888,                0.98634,                0.89923,                0.64671,                0.32077,                0.78445,             0.00078766,             0.00078766,             0.00078766
                    138,                0.64806,                 0.3226,                0.80939,                0.97548,                 0.9826,                0.98317,                0.89817,                0.63525,                0.32437,                0.78497,             0.00078295,             0.00078295,             0.00078295
                    139,                0.64335,                0.31797,                0.80955,                0.97382,                0.98086,                0.98472,                0.89695,                0.64559,                0.32355,                0.78462,             0.00077823,             0.00077823,             0.00077823
                    140,                0.63866,                0.31718,                0.80911,                0.97524,                0.97733,                0.98414,                0.89537,                0.64044,                 0.3259,                0.78455,             0.00077352,             0.00077352,             0.00077352
                    141,                0.63591,                0.31726,                0.80801,                0.97271,                0.98251,                0.98522,                 0.8973,                0.63918,                0.33194,                0.78472,              0.0007688,              0.0007688,              0.0007688
                    142,                0.63574,                0.31824,                0.80983,                0.97392,                0.97945,                0.98375,                0.89971,                 0.6314,                0.31978,                0.78438,             0.00076409,             0.00076409,             0.00076409
                    143,                0.63811,                0.31636,                0.80793,                0.97578,                0.98123,                0.98388,                0.90019,                0.61478,                0.31887,                0.78294,             0.00075937,             0.00075937,             0.00075937
                    144,                0.63364,                 0.3166,                0.81056,                0.97266,                0.98062,                0.98477,                0.90543,                0.61866,                0.31994,                0.78368,             0.00075465,             0.00075465,             0.00075465
                    145,                0.63083,                0.31422,                 0.8095,                0.96366,                0.97713,                0.98475,                0.90117,                0.62378,                0.32888,                0.78431,             0.00074994,             0.00074994,             0.00074994
                    146,                0.62212,                0.31215,                0.80954,                0.97473,                0.97994,                 0.9862,                 0.9074,                0.61015,                0.30951,                0.78449,             0.00074522,             0.00074522,             0.00074522
                    147,                0.63409,                0.31457,                0.80789,                0.97159,                0.98392,                0.98297,                0.90031,                 0.6258,                0.31944,                0.78349,             0.00074051,             0.00074051,             0.00074051
                    148,                0.62325,                 0.3128,                0.80941,                0.97387,                0.98201,                0.98484,                0.91116,                 0.6164,                0.32697,                0.78394,             0.00073579,             0.00073579,             0.00073579
                    149,                0.62619,                0.31478,                0.80981,                0.97619,                0.97905,                0.98423,                0.89758,                0.65157,                 0.3221,                0.78364,             0.00073108,             0.00073108,             0.00073108
                    150,                0.63628,                0.31464,                0.81036,                0.97391,                0.97907,                0.98492,                0.90398,                0.62643,                0.32083,                 0.7838,             0.00072636,             0.00072636,             0.00072636
                    151,                0.62753,                0.31024,                0.80755,                0.97527,                0.97993,                0.98464,                0.90074,                0.63666,                0.32972,                0.78385,             0.00072164,             0.00072164,             0.00072164
                    152,                0.63525,                0.31415,                0.80904,                 0.9747,                0.98265,                0.98355,                0.90951,                0.62186,                0.31954,                0.78342,             0.00071693,             0.00071693,             0.00071693
                    153,                0.60869,                 0.3065,                0.80751,                0.97539,                0.98014,                0.98391,                0.91042,                0.62622,                0.32533,                0.78464,             0.00071221,             0.00071221,             0.00071221
                    154,                0.62099,                0.30911,                0.80791,                0.97606,                0.98136,                0.98527,                0.90537,                0.62155,                0.31966,                0.78473,              0.0007075,              0.0007075,              0.0007075
                    155,                0.61321,                0.30454,                0.80784,                0.97733,                0.98015,                 0.9842,                0.90674,                0.61533,                0.31614,                 0.7836,             0.00070278,             0.00070278,             0.00070278
                    156,                0.62063,                0.30898,                0.80844,                0.97636,                0.97914,                0.98509,                0.90688,                0.61873,                0.31389,                0.78324,             0.00069807,             0.00069807,             0.00069807
                    157,                0.60373,                0.30491,                 0.8052,                0.97488,                0.97885,                0.98639,                 0.9067,                0.61735,                0.31314,                  0.784,             0.00069335,             0.00069335,             0.00069335
                    158,                0.61245,                0.30475,                0.81017,                0.98792,                0.98374,                0.98235,                0.90753,                 0.5943,                0.31312,                 0.7839,             0.00068864,             0.00068864,             0.00068864
                    159,                0.61474,                 0.3081,                0.80832,                0.98716,                0.98313,                0.98324,                 0.9044,                0.59858,                0.31843,                0.78357,             0.00068392,             0.00068392,             0.00068392
