                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                0.61443,                0.30666,                 0.8062,                0.97477,                 0.9846,                0.98391,                0.90974,                0.59492,                0.32135,                 0.7824,              0.0006792,              0.0006792,              0.0006792
                    161,                0.60881,                0.30347,                0.80706,                0.97528,                0.98224,                0.98529,                0.91269,                0.60093,                0.31435,                 0.7824,             0.00067449,             0.00067449,             0.00067449
                    162,                 0.6053,                0.30029,                0.80435,                0.96366,                0.97684,                 0.9866,                0.91222,                0.60916,                0.31806,                0.78368,             0.00066977,             0.00066977,             0.00066977
                    163,                0.60751,                0.30412,                0.80483,                0.97592,                0.98152,                0.98597,                0.90401,                0.62236,                0.31027,                0.78511,             0.00066506,             0.00066506,             0.00066506
                    164,                 0.6037,                0.30523,                0.80535,                0.94798,                0.98239,                0.98634,                0.90108,                0.62362,                0.32509,                0.78434,             0.00066034,             0.00066034,             0.00066034
                    165,                0.60147,                0.30274,                0.80864,                0.97461,                 0.9826,                0.98263,                0.90562,                0.60923,                0.31326,                0.78347,             0.00065563,             0.00065563,             0.00065563
                    166,                0.60756,                0.30096,                0.80551,                0.97579,                0.98361,                0.98221,                0.90441,                0.61995,                0.32115,                0.78452,             0.00065091,             0.00065091,             0.00065091
                    167,                0.60806,                 0.3024,                0.80611,                0.97642,                0.98085,                0.98281,                0.90848,                0.60466,                 0.3201,                  0.784,             0.00064619,             0.00064619,             0.00064619
                    168,                0.60839,                  0.307,                0.80858,                0.97624,                0.98121,                0.98133,                0.90251,                0.60986,                 0.3184,                0.78372,             0.00064148,             0.00064148,             0.00064148
                    169,                0.60182,                0.30597,                0.80764,                0.97482,                0.98208,                0.98331,                0.89797,                0.61667,                0.32103,                0.78329,             0.00063676,             0.00063676,             0.00063676
                    170,                0.59956,                0.30033,                0.80631,                0.98742,                0.98477,                0.98135,                0.89723,                0.61915,                0.31502,                0.78382,             0.00063205,             0.00063205,             0.00063205
                    171,                0.60754,                0.30472,                0.80669,                0.97594,                0.98164,                0.98213,                0.90495,                0.61693,                0.32161,                0.78326,             0.00062733,             0.00062733,             0.00062733
                    172,                0.60026,                0.29992,                0.80595,                0.97626,                0.98154,                 0.9828,                0.90596,                 0.6178,                0.32729,                0.78254,             0.00062262,             0.00062262,             0.00062262
                    173,                0.59924,                 0.3007,                0.80602,                0.97648,                0.98118,                0.98423,                0.90218,                0.62224,                0.31776,                0.78243,              0.0006179,              0.0006179,              0.0006179
                    174,                0.59538,                0.30099,                0.80365,                0.97544,                0.97793,                0.98441,                0.90582,                0.60812,                0.30885,                0.78245,             0.00061318,             0.00061318,             0.00061318
                    175,                0.59991,                0.29882,                0.80662,                 0.9877,                0.98396,                0.98321,                0.90103,                0.59892,                0.30307,                 0.7826,             0.00060847,             0.00060847,             0.00060847
                    176,                0.61043,                 0.3021,                0.80599,                0.97455,                0.98213,                0.98358,                 0.9003,                0.61238,                0.30765,                 0.7833,             0.00060375,             0.00060375,             0.00060375
                    177,                0.60506,                0.30258,                0.80643,                0.97703,                0.97907,                0.98472,                0.91178,                0.59105,                0.30384,                0.78286,             0.00059904,             0.00059904,             0.00059904
                    178,                0.58531,                0.29477,                0.80261,                0.97653,                0.98052,                0.98411,                0.90621,                 0.5972,                0.30999,                  0.783,             0.00059432,             0.00059432,             0.00059432
                    179,                0.58837,                0.29672,                0.80634,                0.97662,                0.98306,                0.98404,                0.90983,                0.58516,                0.31372,                0.78249,             0.00058961,             0.00058961,             0.00058961
                    180,                0.57872,                0.29141,                0.80639,                0.97453,                0.98259,                 0.9845,                0.91286,                0.59095,                0.30622,                0.78333,             0.00058489,             0.00058489,             0.00058489
                    181,                0.59054,                0.29487,                0.80592,                0.97263,                0.98279,                0.98484,                0.91085,                0.58513,                0.30759,                0.78286,             0.00058017,             0.00058017,             0.00058017
                    182,                0.57686,                0.29169,                0.80371,                0.97734,                0.98302,                0.98517,                0.91055,                0.58542,                0.31429,                0.78184,             0.00057546,             0.00057546,             0.00057546
                    183,                 0.5949,                0.29863,                0.80469,                0.97618,                0.97916,                 0.9844,                 0.9137,                0.57965,                0.30902,                0.78189,             0.00057074,             0.00057074,             0.00057074
                    184,                0.59397,                0.29716,                0.80575,                0.97606,                0.98151,                0.98416,                0.91497,                0.58747,                0.31196,                0.78208,             0.00056603,             0.00056603,             0.00056603
                    185,                0.58557,                0.29211,                0.80511,                0.97585,                0.98023,                0.98374,                0.91317,                0.59035,                 0.3093,                0.78362,             0.00056131,             0.00056131,             0.00056131
                    186,                0.57393,                0.29006,                0.80276,                0.97629,                0.98068,                0.98252,                0.91318,                0.57475,                0.29941,                0.78199,              0.0005566,              0.0005566,              0.0005566
                    187,                0.57848,                0.29379,                0.80475,                0.97312,                0.98443,                0.98223,                0.91364,                0.58289,                0.30553,                0.78193,             0.00055188,             0.00055188,             0.00055188
                    188,                0.58468,                0.29252,                0.80306,                0.97629,                0.98093,                0.98399,                0.91027,                0.59547,                0.31436,                0.78339,             0.00054716,             0.00054716,             0.00054716
                    189,                0.58624,                0.29435,                0.80512,                 0.9758,                0.98104,                0.98504,                0.91084,                0.59613,                0.30842,                0.78336,             0.00054245,             0.00054245,             0.00054245
                    190,                0.57907,                0.29006,                0.80335,                0.97193,                0.97908,                0.98591,                0.91346,                0.59581,                0.30472,                0.78274,             0.00053773,             0.00053773,             0.00053773
                    191,                0.57084,                0.28613,                0.80249,                 0.9762,                0.97987,                0.98577,                0.91327,                0.58105,                 0.3038,                0.78244,             0.00053302,             0.00053302,             0.00053302
                    192,                0.57445,                 0.2883,                0.80377,                0.97344,                0.97956,                0.98467,                0.91638,                0.58232,                0.29982,                0.78214,              0.0005283,              0.0005283,              0.0005283
                    193,                0.56383,                 0.2855,                0.80321,                 0.9772,                0.98063,                 0.9845,                0.91967,                0.57517,                0.30589,                0.78252,             0.00052359,             0.00052359,             0.00052359
                    194,                0.57134,                0.28672,                0.80161,                0.97652,                0.98249,                0.98479,                0.91665,                0.58385,                0.29975,                0.78264,             0.00051887,             0.00051887,             0.00051887
                    195,                0.58061,                0.28819,                0.80425,                0.98431,                0.98604,                0.98455,                0.91219,                0.58352,                0.30629,                0.78209,             0.00051415,             0.00051415,             0.00051415
                    196,                0.59071,                0.29133,                0.80254,                0.98443,                0.98593,                0.98432,                0.90628,                0.60087,                0.30513,                0.78292,             0.00050944,             0.00050944,             0.00050944
                    197,                0.59333,                0.29002,                0.80302,                0.97592,                0.98099,                0.98498,                 0.9168,                0.57255,                0.30173,                0.78202,             0.00050472,             0.00050472,             0.00050472
                    198,                0.57534,                0.28597,                0.80267,                0.97772,                0.97946,                0.98564,                0.91686,                0.57166,                0.30268,                0.78115,             0.00050001,             0.00050001,             0.00050001
                    199,                0.56335,                0.28267,                0.80256,                0.98637,                0.98563,                0.98473,                 0.9202,                0.55969,                0.30698,                 0.7817,             0.00049529,             0.00049529,             0.00049529
                    200,                0.56566,                0.28505,                0.80376,                0.97457,                0.98188,                0.98571,                0.91165,                0.58346,                0.30689,                0.78304,             0.00049058,             0.00049058,             0.00049058
                    201,                 0.5698,                0.28693,                0.80349,                0.98611,                0.98434,                0.98412,                 0.9172,                0.57536,                0.30078,                0.78195,             0.00048586,             0.00048586,             0.00048586
                    202,                0.56031,                 0.2823,                0.80337,                0.98551,                0.98575,                0.98509,                0.91877,                0.57772,                0.30651,                0.78222,             0.00048114,             0.00048114,             0.00048114
                    203,                0.56466,                0.28511,                0.80216,                0.97611,                0.98274,                 0.9846,                0.91523,                0.57509,                0.30698,                 0.7819,             0.00047643,             0.00047643,             0.00047643
                    204,                0.56508,                0.28347,                 0.8037,                0.97503,                0.98202,                0.98484,                0.91701,                0.58041,                0.30759,                0.78218,             0.00047171,             0.00047171,             0.00047171
                    205,                0.55821,                0.28126,                0.80415,                0.97532,                0.98135,                0.98364,                0.91637,                0.57009,                0.30029,                0.78218,               0.000467,               0.000467,               0.000467
                    206,                0.57633,                0.28847,                0.80366,                0.97695,                0.98145,                0.98518,                 0.9102,                0.57248,                0.30403,                0.78239,             0.00046228,             0.00046228,             0.00046228
                    207,                0.55694,                0.27898,                0.80016,                0.97634,                0.98032,                0.98402,                0.91891,                0.56267,                0.29422,                 0.7816,             0.00045757,             0.00045757,             0.00045757
                    208,                0.56211,                0.28102,                0.80232,                0.97661,                0.98186,                0.98475,                0.91641,                0.56822,                0.29968,                0.78227,             0.00045285,             0.00045285,             0.00045285
                    209,                0.55052,                0.27992,                0.80337,                0.97544,                0.98344,                0.98553,                0.91721,                0.56602,                 0.2977,                0.78179,             0.00044813,             0.00044813,             0.00044813
                    210,                0.56114,                0.28192,                0.80307,                 0.9753,                0.98374,                0.98541,                0.91895,                0.57585,                 0.2975,                0.78225,             0.00044342,             0.00044342,             0.00044342
                    211,                0.55789,                0.28109,                  0.801,                0.97564,                0.98252,                 0.9856,                0.91955,                0.56837,                0.29673,                0.78116,              0.0004387,              0.0004387,              0.0004387
                    212,                0.56326,                0.28497,                0.80287,                0.97704,                 0.9802,                0.98517,                0.91942,                0.56504,                0.29536,                0.78141,             0.00043399,             0.00043399,             0.00043399
                    213,                0.55317,                0.28237,                0.80058,                0.97606,                0.98104,                0.98567,                 0.9205,                 0.5639,                0.29701,                0.78114,             0.00042927,             0.00042927,             0.00042927
                    214,                0.56113,                0.28077,                0.80193,                0.97532,                0.98307,                0.98627,                 0.9176,                0.55509,                0.29659,                0.78143,             0.00042456,             0.00042456,             0.00042456
                    215,                0.56313,                0.28069,                 0.8026,                0.97461,                0.98255,                0.98572,                 0.9176,                0.57889,                 0.2987,                0.78193,             0.00041984,             0.00041984,             0.00041984
                    216,                0.54623,                 0.2762,                0.80155,                0.97554,                0.98135,                0.98643,                0.92126,                0.55541,                 0.2897,                0.78098,             0.00041512,             0.00041512,             0.00041512
                    217,                0.54797,                0.27717,                0.80159,                0.97646,                0.98176,                0.98492,                0.91839,                0.55429,                0.30185,                0.78137,             0.00041041,             0.00041041,             0.00041041
                    218,                 0.5731,                0.28314,                0.80099,                0.97579,                0.97941,                0.98475,                0.91462,                0.57271,                0.29681,                0.78212,             0.00040569,             0.00040569,             0.00040569
                    219,                0.55508,                 0.2789,                0.80276,                0.97583,                0.98144,                0.98513,                0.91914,                 0.5534,                0.29781,                0.78167,             0.00040098,             0.00040098,             0.00040098
                    220,                0.55056,                0.27799,                0.80265,                0.97466,                0.98198,                 0.9849,                0.92248,                0.55092,                0.29252,                0.78198,             0.00039626,             0.00039626,             0.00039626
                    221,                0.54157,                0.27585,                0.80136,                0.97319,                 0.9832,                0.98449,                0.91265,                 0.5651,                0.29865,                0.78205,             0.00039155,             0.00039155,             0.00039155
                    222,                0.55646,                0.27794,                0.80101,                 0.9864,                0.98614,                0.98485,                0.91794,                0.56745,                0.29831,                0.78119,             0.00038683,             0.00038683,             0.00038683
                    223,                0.54325,                0.27696,                0.80086,                0.97772,                0.97895,                0.98479,                0.92012,                0.56082,                0.30385,                0.78118,             0.00038211,             0.00038211,             0.00038211
                    224,                0.54651,                0.27586,                0.80249,                0.97732,                0.98081,                0.98519,                0.92268,                0.56893,                 0.3026,                0.78163,              0.0003774,              0.0003774,              0.0003774
                    225,                0.55139,                0.27816,                0.79874,                0.97368,                0.98259,                0.98452,                0.91737,                0.56055,                0.29804,                0.78198,             0.00037268,             0.00037268,             0.00037268
                    226,                 0.5498,                0.27625,                0.80443,                0.98718,                0.98477,                0.98493,                 0.9172,                0.56826,                0.28817,                0.78223,             0.00036797,             0.00036797,             0.00036797
                    227,                0.54382,                0.27323,                0.80164,                0.98735,                 0.9858,                0.98485,                0.91717,                0.55507,                0.28946,                 0.7812,             0.00036325,             0.00036325,             0.00036325
                    228,                0.53772,                0.27191,                0.80215,                0.97513,                0.98099,                0.98597,                 0.9216,                0.55466,                0.28728,                0.78097,             0.00035854,             0.00035854,             0.00035854
                    229,                0.54492,                0.27658,                 0.8016,                0.98623,                0.98546,                0.98575,                0.91706,                0.55792,                0.28951,                0.78154,             0.00035382,             0.00035382,             0.00035382
                    230,                0.54349,                0.27493,                0.79991,                0.97724,                0.98099,                0.98577,                0.92174,                0.55393,                0.29313,                 0.7809,              0.0003491,              0.0003491,              0.0003491
                    231,                0.53283,                0.26986,                0.80004,                 0.9768,                0.97996,                0.98496,                 0.9206,                0.54476,                0.28869,                0.78086,             0.00034439,             0.00034439,             0.00034439
                    232,                0.53895,                0.27343,                0.80182,                0.97481,                0.98363,                0.98549,                0.92231,                0.54902,                0.28974,                0.78054,             0.00033967,             0.00033967,             0.00033967
                    233,                0.53587,                0.26985,                0.80049,                0.97528,                0.98118,                0.98499,                0.92171,                0.55754,                 0.2883,                0.78136,             0.00033496,             0.00033496,             0.00033496
                    234,                0.53783,                0.27109,                0.80129,                0.97581,                0.98135,                0.98473,                0.91898,                0.55436,                0.29344,                0.78121,             0.00033024,             0.00033024,             0.00033024
                    235,                0.53316,                0.27046,                0.79856,                0.97557,                0.98207,                0.98444,                0.92243,                0.55261,                0.29426,                0.78101,             0.00032553,             0.00032553,             0.00032553
                    236,                0.53056,                0.26963,                0.79888,                0.98692,                0.98509,                0.98483,                0.92213,                 0.5507,                0.29044,                0.78112,             0.00032081,             0.00032081,             0.00032081
                    237,                0.51958,                0.26548,                0.80006,                0.98806,                0.98563,                0.98539,                0.92088,                0.54536,                0.28984,                0.78122,             0.00031609,             0.00031609,             0.00031609
                    238,                0.53895,                0.27009,                0.80068,                0.97601,                0.98397,                0.98306,                0.91523,                0.55404,                0.29689,                 0.7812,             0.00031138,             0.00031138,             0.00031138
                    239,                0.53042,                0.26781,                0.79913,                0.97433,                0.98436,                0.98247,                0.91968,                0.54757,                0.28702,                0.78117,             0.00030666,             0.00030666,             0.00030666
                    240,                0.52327,                0.26518,                0.79856,                0.97468,                0.98294,                0.98473,                0.92361,                0.54122,                0.29013,                0.78108,             0.00030195,             0.00030195,             0.00030195
                    241,                 0.5347,                0.26932,                0.79859,                0.98697,                0.98593,                0.98449,                0.92384,                0.53864,                0.28859,                0.78079,             0.00029723,             0.00029723,             0.00029723
                    242,                0.53133,                0.26851,                0.79867,                0.98742,                 0.9858,                0.98484,                0.92251,                0.54682,                0.29348,                0.78102,             0.00029252,             0.00029252,             0.00029252
                    243,                0.53605,                0.26797,                0.79859,                0.97746,                0.97998,                0.98402,                0.92172,                0.54822,                 0.2921,                0.78069,              0.0002878,              0.0002878,              0.0002878
                    244,                0.52337,                0.26711,                0.79854,                 0.9783,                 0.9802,                0.98369,                0.92167,                0.53874,                 0.2908,                0.78045,             0.00028308,             0.00028308,             0.00028308
                    245,                0.54304,                0.27172,                0.80072,                0.98749,                0.98629,                0.98523,                0.92269,                0.54297,                0.28605,                0.78128,             0.00027837,             0.00027837,             0.00027837
                    246,                0.54328,                0.27119,                0.80067,                0.98662,                0.98545,                0.98559,                0.92148,                0.53797,                0.28406,                0.78102,             0.00027365,             0.00027365,             0.00027365
                    247,                0.53427,                0.26944,                0.80044,                0.98702,                0.98546,                0.98522,                0.92332,                0.53671,                0.28611,                0.78087,             0.00026894,             0.00026894,             0.00026894
                    248,                0.52749,                0.26754,                0.79932,                0.98703,                0.98474,                 0.9851,                0.92179,                0.53843,                0.28827,                0.78137,             0.00026422,             0.00026422,             0.00026422
                    249,                0.53075,                 0.2683,                 0.8003,                 0.9867,                0.98511,                0.98526,                0.92267,                 0.5368,                0.28682,                0.78167,             0.00025951,             0.00025951,             0.00025951
                    250,                0.52509,                0.26584,                0.80083,                0.98395,                0.98648,                0.98543,                0.92417,                0.54244,                0.28711,                 0.7815,             0.00025479,             0.00025479,             0.00025479
                    251,                 0.5187,                0.26418,                0.80019,                0.98702,                 0.9845,                0.98432,                0.92547,                0.53464,                0.28851,                0.78064,             0.00025007,             0.00025007,             0.00025007
                    252,                0.53462,                0.26787,                0.79847,                0.98758,                0.98546,                0.98529,                 0.9229,                0.53884,                0.28783,                0.78056,             0.00024536,             0.00024536,             0.00024536
                    253,                0.52843,                0.26418,                0.80092,                0.98656,                 0.9854,                0.98464,                0.92448,                0.54384,                0.28963,                0.78061,             0.00024064,             0.00024064,             0.00024064
                    254,                0.50936,                0.25978,                0.79857,                0.98541,                0.98563,                0.98502,                 0.9229,                0.54585,                0.28768,                0.78036,             0.00023593,             0.00023593,             0.00023593
                    255,                0.51413,                 0.2593,                0.79824,                0.97798,                0.97977,                0.98528,                 0.9241,                 0.5476,                0.28828,                 0.7803,             0.00023121,             0.00023121,             0.00023121
                    256,                0.52496,                 0.2641,                0.80003,                0.98661,                0.98563,                0.98522,                0.92443,                0.54505,                0.28936,                0.78068,              0.0002265,              0.0002265,              0.0002265
                    257,                0.52168,                0.26149,                0.79803,                 0.9873,                0.98554,                0.98502,                0.92701,                0.54061,                 0.2872,                0.78115,             0.00022178,             0.00022178,             0.00022178
                    258,                0.52008,                0.26006,                0.79993,                0.98667,                0.98627,                0.98528,                0.92492,                0.53718,                0.28566,                 0.7802,             0.00021707,             0.00021707,             0.00021707
                    259,                0.51667,                0.25929,                0.79664,                0.98591,                 0.9858,                0.98439,                0.92176,                0.53949,                0.28578,                0.77987,             0.00021235,             0.00021235,             0.00021235
                    260,                0.52401,                0.26191,                 0.7996,                0.98628,                0.98516,                 0.9845,                0.92369,                0.53602,                0.28156,                0.78034,             0.00020763,             0.00020763,             0.00020763
                    261,                0.52184,                0.26212,                0.79758,                0.98563,                0.98566,                0.98506,                0.92476,                0.53892,                0.29126,                0.78051,             0.00020292,             0.00020292,             0.00020292
                    262,                0.50832,                0.25833,                0.79752,                0.98679,                0.98482,                0.98533,                0.92451,                0.54008,                0.28933,                0.78065,              0.0001982,              0.0001982,              0.0001982
                    263,                0.50528,                0.25768,                0.79805,                0.98733,                0.98526,                0.98506,                0.92631,                0.53781,                0.29223,                0.78057,             0.00019349,             0.00019349,             0.00019349
                    264,                0.51504,                0.25776,                0.80013,                0.98686,                0.98489,                0.98519,                0.92504,                0.53752,                0.29021,                0.78096,             0.00018877,             0.00018877,             0.00018877
                    265,                 0.5227,                0.26216,                0.80019,                0.98595,                0.98614,                0.98556,                0.92461,                0.54485,                0.29061,                0.78101,             0.00018406,             0.00018406,             0.00018406
                    266,                0.52182,                0.26153,                0.79762,                0.98611,                0.98544,                0.98564,                0.92651,                0.54395,                 0.2871,                0.78066,             0.00017934,             0.00017934,             0.00017934
                    267,                0.52226,                0.26183,                0.79736,                0.98623,                0.98519,                0.98573,                0.92554,                0.53755,                 0.2875,                 0.7806,             0.00017462,             0.00017462,             0.00017462
                    268,                0.50468,                0.25632,                0.79837,                0.98682,                0.98546,                0.98541,                0.92352,                0.54074,                0.28502,                 0.7804,             0.00016991,             0.00016991,             0.00016991
                    269,                0.51007,                0.25707,                0.79771,                0.98641,                0.98566,                0.98561,                0.92476,                0.54333,                0.28762,                 0.7807,             0.00016519,             0.00016519,             0.00016519
                    270,                0.51236,                0.25759,                0.79959,                0.97569,                0.98215,                 0.9854,                0.92684,                 0.5311,                0.28643,                 0.7804,             0.00016048,             0.00016048,             0.00016048
                    271,                0.51298,                0.25866,                0.79883,                0.98702,                0.98576,                0.98555,                0.92877,                0.52991,                0.28446,                0.78035,             0.00015576,             0.00015576,             0.00015576
                    272,                0.51439,                  0.259,                0.79817,                0.98681,                0.98567,                0.98542,                0.92828,                0.53132,                0.28563,                0.78031,             0.00015105,             0.00015105,             0.00015105
                    273,                0.50428,                0.25607,                0.79838,                0.98631,                0.98528,                0.98557,                0.92837,                0.52971,                0.28187,                0.78008,             0.00014633,             0.00014633,             0.00014633
                    274,                0.49786,                 0.2545,                0.79831,                0.98717,                0.98478,                0.98515,                0.92858,                0.53204,                0.28345,                0.78029,             0.00014161,             0.00014161,             0.00014161
                    275,                0.50566,                0.25502,                0.79706,                0.98731,                0.98528,                0.98546,                0.92811,                0.52931,                0.28829,                0.78043,              0.0001369,              0.0001369,              0.0001369
                    276,                0.50895,                0.25498,                 0.7994,                0.98648,                0.98614,                0.98491,                0.92724,                0.52468,                0.28602,                0.78023,             0.00013218,             0.00013218,             0.00013218
                    277,                0.50826,                0.25501,                0.79784,                0.98694,                0.98578,                0.98493,                0.92715,                0.52509,                0.28711,                0.78005,             0.00012747,             0.00012747,             0.00012747
                    278,                0.50049,                 0.2528,                  0.797,                 0.9864,                 0.9858,                0.98488,                0.92747,                0.52278,                0.28537,                0.78004,             0.00012275,             0.00012275,             0.00012275
                    279,                0.49305,                0.25147,                0.79715,                0.98577,                 0.9858,                0.98462,                0.92892,                0.52662,                0.28314,                0.78003,             0.00011804,             0.00011804,             0.00011804
                    280,                0.50197,                0.25319,                0.79775,                0.98644,                0.98509,                0.98491,                 0.9265,                0.52782,                0.28224,                0.77996,             0.00011332,             0.00011332,             0.00011332
                    281,                0.50206,                0.25274,                0.79572,                0.98684,                 0.9855,                0.98495,                0.92788,                0.52695,                0.28216,                0.77994,              0.0001086,              0.0001086,              0.0001086
                    282,                0.49775,                0.25156,                0.79562,                0.98658,                0.98528,                0.98484,                0.92751,                0.52221,                0.28351,                0.78025,             0.00010389,             0.00010389,             0.00010389
                    283,                0.50583,                0.25338,                0.79837,                0.98677,                0.98511,                0.98474,                0.92767,                0.52333,                0.28221,                0.78025,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    284,                0.50212,                0.25286,                0.79869,                0.98697,                0.98497,                0.98519,                0.92738,                0.52578,                0.27987,                0.78027,             9.4457e-05,             9.4457e-05,             9.4457e-05
                    285,                0.49345,                0.24999,                0.79572,                0.98684,                0.98478,                0.98542,                0.92712,                 0.5256,                0.28086,                0.78003,             8.9741e-05,             8.9741e-05,             8.9741e-05
                    286,                 0.5075,                0.25177,                0.80084,                0.98601,                0.98552,                0.98527,                0.92767,                0.52761,                0.28463,                0.78008,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    287,                0.49718,                 0.2506,                0.79503,                0.98667,                0.98511,                0.98513,                0.92858,                 0.5273,                0.28388,                 0.7801,              8.031e-05,              8.031e-05,              8.031e-05
                    288,                0.48801,                0.24754,                0.79517,                 0.9867,                0.98511,                0.98504,                0.92892,                0.52744,                0.28409,                0.78007,             7.5594e-05,             7.5594e-05,             7.5594e-05
                    289,                0.49251,                0.24862,                0.79733,                0.98683,                0.98477,                 0.9848,                 0.9269,                0.52678,                0.28495,                0.78018,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    290,                0.49811,                 0.2515,                0.79673,                0.98659,                0.98477,                0.98434,                0.92683,                0.52918,                0.28559,                0.78049,             6.6163e-05,             6.6163e-05,             6.6163e-05
                    291,                0.51857,                  0.265,                0.78581,                 0.9872,                 0.9846,                0.98437,                 0.9243,                0.53726,                0.28872,                0.78052,             6.1447e-05,             6.1447e-05,             6.1447e-05
                    292,                0.49051,                0.25059,                0.78508,                0.98725,                 0.9846,                0.98394,                0.92546,                0.53956,                0.28846,                0.78041,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    293,                0.48344,                0.25035,                0.78525,                0.97588,                0.98194,                0.98423,                 0.9251,                0.53983,                0.28874,                0.78043,             5.2016e-05,             5.2016e-05,             5.2016e-05
                    294,                0.47545,                0.24677,                0.78284,                0.97616,                0.98191,                0.98465,                0.92633,                0.53375,                0.28714,                0.78042,               4.73e-05,               4.73e-05,               4.73e-05
                    295,                0.47535,                0.24596,                0.78454,                0.97638,                 0.9815,                0.98457,                0.92612,                0.53331,                0.28874,                0.78027,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    296,                0.47774,                0.24691,                0.78557,                0.97692,                  0.981,                0.98515,                0.92778,                0.52927,                0.28691,                0.78008,             3.7869e-05,             3.7869e-05,             3.7869e-05
                    297,                0.46633,                0.24297,                0.78401,                0.97723,                 0.9803,                0.98527,                0.92887,                0.52774,                0.28521,                0.78014,             3.3153e-05,             3.3153e-05,             3.3153e-05
                    298,                0.47374,                0.24474,                0.78551,                0.97713,                0.98049,                0.98515,                0.92782,                0.52617,                0.28443,                0.78014,             2.8437e-05,             2.8437e-05,             2.8437e-05
                    299,                0.47299,                0.24433,                0.78583,                0.97708,                0.98014,                0.98532,                0.92694,                0.52696,                0.28439,                0.78021,             2.3721e-05,             2.3721e-05,             2.3721e-05
                    300,                0.47103,                0.24331,                0.78426,                  0.977,                 0.9802,                0.98505,                0.92729,                0.52576,                0.28468,                0.78022,             1.9006e-05,             1.9006e-05,             1.9006e-05
,,
